TransactionAmount,CustomerAge,TransactionDuration,AccountBalance,Cluster,TransactionType,Channel
15.74,27.0,37.99999999999999,690.16,0,Debit,Branch
353.68,70.0,145.0,6777.12,1,Debit,Online
297.15,76.0,178.0,5449.37,1,Debit,Online
647.85,36.0,121.0,13779.97,0,Debit,Branch
75.04,49.0,178.0,9648.6,2,Debit,ATM
273.92,28.0,35.0,1029.15,5,Debit,Online
215.8,51.0,66.0,3656.62,3,Credit,Branch
963.77,41.0,247.99999999999997,6710.51,2,Debit,ATM
420.6,26.0,55.0,1778.75,0,Debit,Branch
688.36,23.0,22.0,5191.13,3,Credit,Branch
285.18,55.0,150.0,14847.97,3,Credit,Branch
213.55,63.0,15.0,5238.37,2,Debit,ATM
463.11,51.0,159.0,10238.82,3,Credit,Branch
150.03,73.0,176.0,7491.42,2,Debit,ATM
428.61,51.0,131.0,2116.36,0,Debit,Branch
309.56,58.0,147.0,972.04,1,Debit,Online
377.08,26.0,71.0,6430.86,3,Credit,Branch
77.25,68.0,157.0,14077.97,0,Debit,Branch
146.92,64.0,272.0,3990.6,2,Debit,ATM
126.6,22.0,146.0,961.6499999999999,0,Debit,Branch
101.34,24.0,45.99999999999999,703.2599999999999,2,Debit,ATM
184.97,58.0,268.0,1156.67,0,Debit,Branch
451.15,46.0,175.0,1356.47,2,Debit,ATM
516.47,25.0,94.0,1305.06,4,Credit,ATM
880.04,25.0,29.000000000000004,261.97,2,Debit,ATM
353.69,59.0,163.0,9500.79,1,Debit,Online
66.69,25.0,140.0,1210.33,3,Credit,Branch
95.75,31.0,169.0,337.62,0,Debit,Branch
43.91,27.0,86.0,1806.68,5,Debit,Online
98.03,54.0,165.0,6323.45,0,Debit,Branch
617.66,42.0,128.0,7155.95,2,Debit,ATM
888.57,62.0,102.0,7896.14,1,Debit,Online
107.48,22.0,129.0,591.2299999999999,0,Debit,Branch
36.57,62.0,69.00000000000001,2583.07,2,Debit,ATM
575.62,43.0,129.0,234.40999999999997,5,Debit,Online
84.89,37.0,70.0,4735.61,2,Debit,ATM
832.3,69.0,86.0,6617.52,3,Credit,Branch
180.65,22.0,37.99999999999999,816.0099999999999,0,Debit,Branch
7.759999999999999,52.0,84.00000000000001,7393.11,4,Credit,Online
109.3,56.0,26.999999999999996,13510.11,0,Debit,Branch
230.08,79.0,123.99999999999999,4466.1,1,Debit,Online
361.92,54.0,111.0,7474.31,2,Debit,ATM
71.29,68.0,55.0,7225.63,2,Debit,ATM
122.44999999999999,46.0,98.0,7255.49,0,Debit,Branch
642.53,65.0,128.0,11417.91,2,Debit,ATM
62.86000000000001,25.0,30.999999999999996,1040.43,0,Debit,Branch
175.21,69.0,69.00000000000001,6039.04,4,Credit,ATM
168.0,32.0,11.0,3498.58,3,Credit,Branch
11.46,67.0,73.0,6628.75,1,Debit,Online
382.07,62.0,147.0,10156.09,3,Credit,Branch
13.48,18.0,20.0,521.88,5,Debit,Online
65.32,28.0,53.99999999999999,9165.02,2,Debit,ATM
83.07,27.0,291.0,6704.76,0,Debit,Branch
730.1,77.0,93.0,6384.05,3,Credit,Branch
85.31,62.0,26.999999999999996,6095.65,2,Debit,ATM
726.61,18.0,277.0,1008.76,2,Debit,ATM
130.4,45.0,63.0,4381.24,0,Debit,Branch
68.1,20.0,47.0,1382.8,2,Debit,ATM
65.26,26.0,72.0,7380.63,0,Debit,Branch
191.62,63.0,51.00000000000001,1981.6700000000003,0,Debit,Branch
212.88,39.0,122.0,7036.72,1,Debit,Online
88.38,30.0,138.0,3707.82,2,Debit,ATM
48.77,42.0,51.00000000000001,2040.1600000000003,4,Credit,Online
289.1,27.0,206.0,267.53,2,Debit,ATM
390.09,26.0,49.0,2617.23,5,Debit,Online
48.29,37.0,242.0,8883.4,1,Debit,Online
333.83,63.0,135.0,1660.66,2,Debit,ATM
1074.29,67.0,79.0,2011.6,0,Debit,Branch
100.27,79.0,51.00000000000001,4309.9,1,Debit,Online
44.54,31.0,164.0,362.4,2,Debit,ATM
1156.18,52.0,40.0,836.69,4,Credit,Online
82.17,28.0,21.000000000000004,1913.06,0,Debit,Branch
1045.45,19.0,150.0,563.46,5,Debit,Online
447.42,32.0,65.0,6133.22,5,Debit,Online
590.26,25.0,48.0,1068.28,3,Credit,Branch
192.73,71.0,157.0,2037.7499999999998,0,Debit,Branch
146.01,26.0,269.0,221.79,5,Debit,Online
136.05,24.0,63.0,1127.54,5,Debit,Online
11.57,56.0,64.0,2061.61,3,Credit,Branch
102.34,51.0,78.0,9326.28,1,Debit,Online
7.820000000000001,36.0,273.0,2240.49,2,Debit,ATM
79.43,74.0,72.0,6579.37,2,Debit,ATM
386.97,58.0,137.0,1876.35,0,Debit,Branch
51.22,23.0,82.0,1664.59,0,Debit,Branch
256.05,54.0,35.0,6910.18,2,Debit,ATM
7.79,34.0,298.0,1319.85,0,Debit,Branch
233.71,63.0,11.0,6095.5,0,Debit,Branch
176.37,55.0,126.0,2420.86,0,Debit,Branch
122.62999999999998,21.0,153.0,359.06,0,Debit,Branch
86.41,75.0,125.0,3128.71,2,Debit,ATM
21.57,54.0,71.0,7587.48,2,Debit,ATM
82.67,26.0,45.99999999999999,290.59,0,Debit,Branch
451.35,47.0,223.0,7707.959999999999,3,Credit,Branch
299.42,63.0,53.00000000000001,4735.41,3,Credit,Branch
543.47,18.0,122.0,6165.03,2,Debit,ATM
346.76,21.0,116.00000000000001,1637.75,3,Credit,Branch
47.48,24.0,66.0,585.5199999999999,0,Debit,Branch
64.92,58.0,236.0,5481.76,0,Debit,Branch
350.72,28.0,48.0,1982.8999999999999,4,Credit,ATM
3.8000000000000003,65.0,174.0,5766.96,1,Debit,Online
22.54,26.0,42.00000000000001,7139.11,5,Debit,Online
767.14,62.0,37.99999999999999,4732.57,3,Credit,Branch
167.47,35.0,103.0,2293.13,2,Debit,ATM
43.65,30.0,212.0,2870.67,3,Credit,Branch
391.08,56.0,105.0,6885.16,1,Debit,Online
390.77,44.0,34.0,5500.56,1,Debit,Online
508.15999999999997,39.0,131.0,5609.44,2,Debit,ATM
36.76,65.0,107.99999999999999,1228.93,4,Credit,Online
332.33,27.0,101.0,192.63,2,Debit,ATM
362.09,32.0,30.999999999999996,6590.28,0,Debit,Branch
42.58,30.0,80.0,13485.0,1,Debit,Online
122.35,53.0,188.0,6472.5,3,Credit,Branch
248.65999999999997,28.0,113.0,2571.39,5,Debit,Online
461.25,54.0,171.0,676.0999999999999,4,Credit,Online
61.77000000000001,56.0,49.0,12352.2,0,Debit,Branch
268.92,29.0,148.0,8765.38,0,Debit,Branch
303.97,24.0,77.0,1590.88,5,Debit,Online
219.02,54.0,68.00000000000001,7375.73,4,Credit,Online
125.14,20.0,30.999999999999996,1845.18,0,Debit,Branch
47.6,53.0,115.0,1382.51,1,Debit,Online
592.82,74.0,247.99999999999997,7508.98,1,Debit,Online
372.5,22.0,211.0,3901.82,2,Debit,ATM
4.72,32.0,20.0,4792.01,0,Debit,Branch
144.93,42.0,74.0,6887.52,0,Debit,Branch
316.56,28.0,261.0,8643.51,5,Debit,Online
9.18,22.0,140.0,887.3199999999999,5,Debit,Online
421.25,25.0,66.0,7174.69,5,Debit,Online
185.71,48.0,194.0,2679.91,0,Debit,Branch
1432.02,60.0,138.0,4315.07,0,Debit,Branch
26.27,45.0,177.0,8853.93,4,Credit,Online
297.03,61.0,151.0,1088.62,1,Debit,Online
341.67,53.0,96.0,1442.29,0,Debit,Branch
99.52,52.0,127.0,3798.0900000000006,2,Debit,ATM
881.1,28.0,16.0,9951.68,0,Debit,Branch
139.69,52.0,180.0,9567.94,1,Debit,Online
42.72,37.0,143.0,2669.66,2,Debit,ATM
112.72,31.0,17.0,9630.0,0,Debit,Branch
568.88,19.0,105.0,1307.86,0,Debit,Branch
189.03,28.0,50.00000000000001,1916.46,2,Debit,ATM
199.8,20.0,163.0,167.28,2,Debit,ATM
189.08,68.0,238.0,10790.8,0,Debit,Branch
958.9,31.0,135.0,9977.49,0,Debit,Branch
409.59,35.0,50.00000000000001,14563.02,1,Debit,Online
349.34,28.0,245.0,614.1399999999999,4,Credit,ATM
283.15,24.0,180.0,603.79,5,Debit,Online
151.82,51.0,105.0,2197.12,2,Debit,ATM
438.59,37.0,103.0,8994.39,1,Debit,Online
590.57,79.0,93.0,3224.6,2,Debit,ATM
63.74,63.0,30.999999999999996,4336.4,1,Debit,Online
77.02,59.0,132.0,800.8299999999999,4,Credit,Online
501.15,47.0,208.0,8821.84,0,Debit,Branch
917.81,64.0,75.0,3173.17,2,Debit,ATM
8.95,76.0,102.0,3299.84,1,Debit,Online
173.6,21.0,160.0,421.44,5,Debit,Online
149.4,53.0,123.0,1035.22,2,Debit,ATM
388.21,53.0,237.0,9724.49,3,Credit,Branch
484.3,61.0,230.0,7910.300000000001,4,Credit,Online
126.04,65.0,167.0,6041.69,3,Credit,Branch
52.04,50.0,30.999999999999996,8436.12,3,Credit,Branch
389.7,62.0,215.99999999999997,7125.15,3,Credit,Branch
161.1,19.0,104.0,239.11999999999998,4,Credit,ATM
309.77,67.0,137.0,4378.14,4,Credit,Online
838.57,41.0,273.0,14576.47,2,Debit,ATM
202.55,21.0,34.0,701.7299999999999,2,Debit,ATM
724.18,41.0,134.0,10922.78,0,Debit,Branch
124.98,24.0,78.0,641.9999999999999,2,Debit,ATM
487.32,52.0,164.0,7707.959999999999,0,Debit,Branch
635.91,46.0,78.0,13267.09,3,Credit,Branch
205.65,62.0,144.0,3582.16,0,Debit,Branch
39.41,25.0,132.0,921.91,0,Debit,Branch
254.00000000000003,35.0,63.0,5788.53,0,Debit,Branch
436.8,36.0,213.0,4515.43,0,Debit,Branch
224.73,76.0,63.0,7551.890000000001,0,Debit,Branch
752.69,65.0,115.0,14489.69,4,Credit,ATM
78.5,31.0,41.0,13991.5,3,Credit,Branch
50.0,53.0,87.0,185.87,4,Credit,ATM
132.42,18.0,164.0,726.3899999999999,2,Debit,ATM
11.67,76.0,105.0,7458.629999999999,0,Debit,Branch
83.16,61.0,177.0,3065.87,2,Debit,ATM
149.02,46.0,176.0,9379.72,3,Credit,Branch
74.27,59.0,148.0,13696.61,4,Credit,Online
876.57,62.0,118.0,3743.6300000000006,4,Credit,ATM
615.58,42.0,133.0,14343.0,2,Debit,ATM
643.03,36.0,52.00000000000001,2882.16,4,Credit,Online
7.950000000000001,79.0,65.0,5631.2,2,Debit,ATM
270.92,77.0,143.0,4574.43,3,Credit,Branch
499.47999999999996,24.0,133.0,1242.62,2,Debit,ATM
841.5,25.0,287.0,352.31,3,Credit,Branch
138.82,77.0,53.00000000000001,3100.22,1,Debit,Online
231.46,60.0,83.0,4707.24,3,Credit,Branch
292.08,72.0,32.0,7950.48,2,Debit,ATM
63.98,54.0,258.0,7954.12,1,Debit,Online
235.21,67.0,74.0,5946.61,0,Debit,Branch
201.73,57.0,78.0,6650.71,1,Debit,Online
161.31,28.0,13.0,1268.67,2,Debit,ATM
18.41,53.0,168.00000000000003,8287.54,0,Debit,Branch
471.75,34.0,41.0,12948.5,3,Credit,Branch
290.02,55.0,246.0,4746.71,0,Debit,Branch
48.05,27.0,37.99999999999999,5334.97,0,Debit,Branch
359.42,55.0,30.0,1765.45,0,Debit,Branch
32.91,19.0,255.0,427.3,5,Debit,Online
3.8000000000000003,67.0,140.0,6285.39,0,Debit,Branch
31.81,51.0,149.0,1406.6,1,Debit,Online
220.2,28.0,102.0,1075.15,5,Debit,Online
476.03,77.0,99.0,5958.34,3,Credit,Branch
141.91,23.0,49.0,791.9699999999999,0,Debit,Branch
95.83,27.0,91.0,1726.4,5,Debit,Online
51.15,46.0,199.0,8992.25,3,Credit,Branch
1192.2,60.0,103.0,7816.410000000001,3,Credit,Branch
50.75,62.0,185.0,8271.47,2,Debit,ATM
185.07,22.0,159.0,636.42,0,Debit,Branch
293.54,40.0,45.0,2290.1,5,Debit,Online
23.38,32.0,89.0,9968.49,0,Debit,Branch
285.26,28.0,93.0,167.72,2,Debit,ATM
129.48,31.0,179.0,7581.7,2,Debit,ATM
743.03,50.0,174.0,4111.38,2,Debit,ATM
297.86,28.0,96.0,1680.14,4,Credit,ATM
231.92,66.0,12.0,5715.08,2,Debit,ATM
295.82,47.0,45.99999999999999,5897.73,3,Credit,Branch
302.86,55.0,275.0,5239.24,1,Debit,Online
81.08,58.0,56.0,7788.910000000001,2,Debit,ATM
775.6,79.0,158.0,3898.6400000000003,3,Credit,Branch
178.43,26.0,136.0,1214.93,0,Debit,Branch
211.91,20.0,181.0,927.4699999999999,5,Debit,Online
17.21,23.0,219.0,914.16,5,Debit,Online
124.22,23.0,172.0,9695.04,2,Debit,ATM
38.37,63.0,135.0,8647.04,2,Debit,ATM
269.79,52.0,17.0,1292.1,2,Debit,ATM
605.42,21.0,33.0,392.34,2,Debit,ATM
11.19,60.0,40.0,9877.17,2,Debit,ATM
29.19,58.0,41.0,12059.85,3,Credit,Branch
701.7,61.0,64.0,6643.24,4,Credit,Online
862.34,57.0,72.0,9903.48,0,Debit,Branch
410.97,22.0,45.0,151.42,2,Debit,ATM
36.97,41.0,79.0,2850.92,0,Debit,Branch
137.59,30.0,95.0,10679.67,2,Debit,ATM
168.11,51.0,12.0,10652.13,4,Credit,Online
430.98,24.0,93.0,569.25,0,Debit,Branch
13.87,24.0,20.0,954.83,0,Debit,Branch
642.68,76.0,66.0,1831.2,2,Debit,ATM
175.07,28.0,169.0,9274.64,1,Debit,Online
302.82,36.0,175.0,9384.54,2,Debit,ATM
1647.74,67.0,52.00000000000001,1483.84,2,Debit,ATM
406.81,66.0,84.00000000000001,1968.3600000000001,1,Debit,Online
256.3,53.0,172.0,4203.05,1,Debit,Online
80.96,19.0,97.0,959.9399999999999,4,Credit,Online
95.78,22.0,26.999999999999996,271.64,5,Debit,Online
379.54,41.0,118.0,12571.76,3,Credit,Branch
903.19,22.0,65.0,8627.08,5,Debit,Online
142.19,18.0,26.999999999999996,524.46,0,Debit,Branch
847.45,28.0,175.0,422.32,0,Debit,Branch
295.18,66.0,30.999999999999996,12961.53,3,Credit,Branch
18.46,68.0,213.0,6381.6,0,Debit,Branch
603.23,28.0,48.0,117.98000000000002,0,Debit,Branch
54.5,57.0,147.0,1715.22,3,Credit,Branch
414.77,29.0,274.0,5599.81,5,Debit,Online
886.19,61.0,69.00000000000001,7904.240000000001,0,Debit,Branch
440.03,49.0,88.0,1490.44,5,Debit,Online
35.46,56.0,285.0,1532.72,2,Debit,ATM
76.39,18.0,219.0,5976.0,0,Debit,Branch
595.91,19.0,162.0,1673.76,4,Credit,ATM
6.03,76.0,70.0,3290.72,0,Debit,Branch
249.34,26.0,197.0,3030.97,2,Debit,ATM
421.52,20.0,67.0,369.86,0,Debit,Branch
189.77,58.0,24.0,6570.36,0,Debit,Branch
73.19,76.0,213.0,2264.98,0,Debit,Branch
188.13,75.0,198.0,5029.87,4,Credit,Online
30.52,62.0,122.0,12327.74,0,Debit,Branch
1235.69,20.0,118.0,420.25,3,Credit,Branch
1159.39,41.0,150.0,6499.53,1,Debit,Online
170.24,62.0,133.0,5172.99,0,Debit,Branch
56.62,54.0,121.0,8981.1,0,Debit,Branch
53.14,34.0,70.0,7914.999999999999,2,Debit,ATM
587.23,27.0,144.0,500.84,5,Debit,Online
146.15,43.0,75.0,13784.4,0,Debit,Branch
21.27,62.0,114.0,7392.79,4,Credit,Online
1397.59,26.0,144.0,1134.79,4,Credit,ATM
76.02,34.0,189.0,14765.41,4,Credit,Online
170.19,27.0,156.0,745.87,3,Credit,Branch
155.51,68.0,15.0,5360.19,2,Debit,ATM
135.15,72.0,50.00000000000001,5878.14,1,Debit,Online
39.48,56.0,37.99999999999999,5889.51,2,Debit,ATM
451.68,33.0,15.0,4381.54,5,Debit,Online
19.11,49.0,160.0,8478.46,4,Credit,Online
355.0,26.0,33.0,185.47,4,Credit,Online
427.69,43.0,236.0,2443.54,2,Debit,ATM
254.86,23.0,102.0,699.8999999999999,0,Debit,Branch
19.48,27.0,114.0,4739.59,2,Debit,ATM
190.17,49.0,265.0,12893.85,2,Debit,ATM
91.38,65.0,179.0,2402.58,2,Debit,ATM
206.63,59.0,128.0,7626.53,4,Credit,Online
93.22,52.0,52.00000000000001,1014.6300000000001,1,Debit,Online
547.98,28.0,171.0,1358.54,2,Debit,ATM
641.06,23.0,25.000000000000004,1602.13,2,Debit,ATM
314.55,27.0,18.999999999999996,1105.89,3,Credit,Branch
836.45,61.0,63.0,1731.89,1,Debit,Online
1095.09,29.0,52.00000000000001,8692.47,2,Debit,ATM
189.45,53.0,61.99999999999999,12578.75,3,Credit,Branch
91.84,67.0,80.0,1712.41,3,Credit,Branch
609.52,78.0,169.0,3485.03,2,Debit,ATM
859.3,78.0,68.00000000000001,1146.78,3,Credit,Branch
100.01,50.0,63.0,6393.12,2,Debit,ATM
28.78,40.0,51.00000000000001,680.5499999999998,4,Credit,Online
111.08,70.0,83.0,7037.34,1,Debit,Online
470.96,69.0,123.99999999999999,12991.03,4,Credit,Online
52.23,28.0,96.0,105.01,3,Credit,Branch
78.62,32.0,52.00000000000001,1360.85,0,Debit,Branch
47.79,25.0,37.0,1649.92,0,Debit,Branch
333.97,52.0,45.0,5237.36,0,Debit,Branch
30.87,33.0,295.0,14348.65,2,Debit,ATM
710.43,67.0,115.0,5625.55,1,Debit,Online
220.23,41.0,48.0,3438.02,2,Debit,ATM
27.28,29.0,96.0,10668.24,2,Debit,ATM
101.52,49.0,98.0,2018.9000000000003,2,Debit,ATM
162.65,59.0,147.0,9500.95,2,Debit,ATM
10.52,55.0,30.0,2472.99,2,Debit,ATM
270.72,38.0,37.0,6522.47,0,Debit,Branch
202.34,20.0,134.0,1223.45,5,Debit,Online
247.58,39.0,151.99999999999997,778.74,2,Debit,ATM
686.17,61.0,96.0,2246.15,2,Debit,ATM
359.65,25.0,289.0,219.53,4,Credit,Online
109.91,38.0,90.0,12896.06,0,Debit,Branch
215.72,30.0,137.0,8697.11,3,Credit,Branch
490.76,66.0,156.0,6414.11,1,Debit,Online
224.28,64.0,68.00000000000001,5767.51,1,Debit,Online
614.03,68.0,51.00000000000001,2815.86,2,Debit,ATM
608.79,55.0,157.0,2991.17,1,Debit,Online
186.55,48.0,288.0,224.65,0,Debit,Branch
840.16,20.0,68.00000000000001,1236.76,3,Credit,Branch
203.34,60.0,66.0,13586.99,2,Debit,ATM
90.88,26.0,284.0,7117.35,2,Debit,ATM
60.11,61.0,122.0,7235.87,3,Credit,Branch
393.92,72.0,47.0,7318.64,0,Debit,Branch
19.39,43.0,45.0,9847.6,2,Debit,ATM
557.41,80.0,49.0,2968.75,4,Credit,Online
57.07,31.0,99.0,9323.71,4,Credit,Online
395.27,18.0,167.0,1764.08,4,Credit,Online
289.05,75.0,116.00000000000001,5683.49,2,Debit,ATM
46.11,33.0,233.0,5225.73,5,Debit,Online
335.5,63.0,47.0,6445.4,2,Debit,ATM
388.07,24.0,68.00000000000001,289.71,5,Debit,Online
520.86,51.0,66.0,9200.74,4,Credit,Online
787.41,25.0,39.0,300.87,5,Debit,Online
31.699999999999996,48.0,121.0,743.8999999999999,4,Credit,ATM
22.3,21.0,90.0,1200.35,2,Debit,ATM
203.12,56.0,181.0,1562.39,2,Debit,ATM
315.94,49.0,172.0,7719.709999999999,3,Credit,Branch
192.23,54.0,39.0,2610.67,1,Debit,Online
1510.71,66.0,51.00000000000001,2060.02,1,Debit,Online
0.26,20.0,173.0,1833.67,5,Debit,Online
210.77,71.0,161.0,5396.65,2,Debit,ATM
406.65,57.0,107.0,12995.7,2,Debit,ATM
422.9,40.0,111.0,7616.43,2,Debit,ATM
20.62,35.0,225.0,12500.8,4,Credit,ATM
174.39,19.0,36.0,1127.08,2,Debit,ATM
7.859999999999999,76.0,91.0,3621.98,3,Credit,Branch
61.98,49.0,44.0,5212.28,1,Debit,Online
54.85,58.0,40.0,2727.45,3,Credit,Branch
204.7,49.0,95.0,5117.03,0,Debit,Branch
16.55,26.0,159.0,6089.79,0,Debit,Branch
91.32,58.0,77.0,2618.1,0,Debit,Branch
195.49,31.0,212.0,11988.12,2,Debit,ATM
49.62,55.0,111.0,3841.4199999999996,2,Debit,ATM
487.16,28.0,84.00000000000001,321.21,3,Credit,Branch
405.6,37.0,44.0,9754.73,1,Debit,Online
512.95,57.0,143.0,9584.52,0,Debit,Branch
345.94,31.0,163.0,7624.56,2,Debit,ATM
356.56,47.0,52.00000000000001,2485.73,5,Debit,Online
10.31,36.0,280.0,2137.9,5,Debit,Online
211.69,30.0,111.0,6412.85,0,Debit,Branch
221.49,23.0,196.0,707.25,3,Credit,Branch
278.23,48.0,83.0,8300.54,1,Debit,Online
116.88,45.0,263.0,7717.339999999999,2,Debit,ATM
328.77,39.0,247.0,6967.03,4,Credit,Online
77.53,54.0,55.0,5158.6,0,Debit,Branch
421.74,67.0,103.0,12031.14,1,Debit,Online
313.69,73.0,151.99999999999997,7093.68,0,Debit,Branch
411.72,29.0,153.0,8539.86,0,Debit,Branch
508.73,59.0,89.0,7640.57,0,Debit,Branch
153.08,24.0,201.0,1292.21,2,Debit,ATM
23.01,63.0,166.0,5958.75,0,Debit,Branch
69.28,25.0,129.0,708.7399999999999,5,Debit,Online
51.25,28.0,66.0,1744.4,3,Credit,Branch
407.65,25.0,263.0,273.78,2,Debit,ATM
459.25,25.0,59.00000000000001,130.76,0,Debit,Branch
301.56,49.0,118.0,10389.6,0,Debit,Branch
17.67,63.0,91.0,1048.18,1,Debit,Online
5.29,32.0,132.0,12896.68,4,Credit,Online
401.37,43.0,251.0,8208.54,0,Debit,Branch
145.4,38.0,24.0,5244.49,1,Debit,Online
556.34,37.0,45.99999999999999,11935.14,1,Debit,Online
34.31,24.0,251.0,1484.76,2,Debit,ATM
780.59,23.0,145.0,6513.34,4,Credit,Online
282.65,35.0,161.0,13801.15,2,Debit,ATM
305.27,68.0,147.0,12958.65,1,Debit,Online
185.81,32.0,116.00000000000001,9588.71,1,Debit,Online
66.01,49.0,179.0,3475.99,1,Debit,Online
447.95,29.0,75.0,7544.399999999999,0,Debit,Branch
279.3,19.0,48.0,1193.61,2,Debit,ATM
26.75,33.0,26.999999999999996,12063.77,1,Debit,Online
611.15,27.0,121.0,892.8299999999999,2,Debit,ATM
275.2,54.0,81.0,1230.12,1,Debit,Online
427.79,18.0,189.0,1479.67,0,Debit,Branch
469.13,54.0,139.0,1265.28,4,Credit,ATM
102.81,76.0,47.0,3228.87,0,Debit,Branch
22.61,19.0,145.0,1111.67,5,Debit,Online
68.28,56.0,293.0,3213.16,1,Debit,Online
33.65,63.0,146.0,12719.93,4,Credit,Online
362.68,63.0,137.0,2040.77,4,Credit,ATM
73.23,20.0,172.0,1309.85,0,Debit,Branch
654.49,25.0,104.0,164.61,4,Credit,Online
18.56,49.0,161.0,4230.37,3,Credit,Branch
389.05,27.0,41.0,761.0,2,Debit,ATM
7.38,67.0,105.0,2923.83,1,Debit,Online
109.48,61.0,93.0,7372.47,1,Debit,Online
66.91,39.0,85.0,871.1,2,Debit,ATM
335.48,45.0,155.0,3023.16,0,Debit,Branch
38.14,19.0,174.0,1119.21,5,Debit,Online
1076.98,60.0,173.0,11833.73,0,Debit,Branch
360.02,68.0,68.00000000000001,6400.59,1,Debit,Online
567.71,63.0,80.0,13884.24,1,Debit,Online
218.19,19.0,185.0,620.83,2,Debit,ATM
209.99,19.0,40.0,1938.0100000000002,2,Debit,ATM
11.02,19.0,280.0,964.79,0,Debit,Branch
83.43,56.0,109.0,1870.16,1,Debit,Online
344.97,34.0,106.0,5577.94,5,Debit,Online
172.29,36.0,283.0,8700.8,2,Debit,ATM
195.54,60.0,255.0,2794.66,1,Debit,Online
101.23,45.0,87.0,6169.71,1,Debit,Online
180.46,25.0,34.0,831.7499999999999,2,Debit,ATM
692.55,53.0,109.0,2451.56,0,Debit,Branch
147.31,34.0,91.99999999999999,13625.52,4,Credit,Online
107.48,20.0,103.0,1379.39,0,Debit,Branch
1831.02,62.0,83.0,11498.01,4,Credit,Online
81.51,25.0,97.0,865.4899999999999,0,Debit,Branch
365.48,76.0,215.99999999999997,7147.4,4,Credit,Online
491.1,35.0,125.0,7833.85,4,Credit,Online
452.8,80.0,151.0,4840.67,0,Debit,Branch
645.04,70.0,78.0,7361.47,0,Debit,Branch
169.28,45.0,114.0,5128.44,0,Debit,Branch
88.42,62.0,91.0,12381.45,2,Debit,ATM
155.53,29.0,66.0,4008.05,2,Debit,ATM
991.8200000000002,43.0,300.0,3493.13,5,Debit,Online
39.24,77.0,106.0,6462.41,2,Debit,ATM
152.01,42.0,111.0,4625.12,2,Debit,ATM
78.77,48.0,50.00000000000001,6470.57,4,Credit,ATM
26.5,48.0,179.0,4854.83,1,Debit,Online
83.62,48.0,146.0,12652.22,2,Debit,ATM
142.78,68.0,150.0,11705.88,0,Debit,Branch
55.99,35.0,95.0,932.61,2,Debit,ATM
774.48,61.0,30.999999999999996,11613.58,0,Debit,Branch
105.37,25.0,160.0,1068.55,2,Debit,ATM
118.83,28.0,295.0,1616.3,5,Debit,Online
46.22,23.0,217.0,471.2799999999999,0,Debit,Branch
659.71,21.0,148.0,106.86,3,Credit,Branch
377.97,72.0,160.0,2457.1,1,Debit,Online
114.1,69.0,148.0,5882.12,0,Debit,Branch
11.3,55.0,41.0,1938.99,4,Credit,Online
95.5,57.0,17.0,4079.09,1,Debit,Online
130.93,28.0,149.0,860.1199999999999,3,Credit,Branch
272.97,68.0,174.0,7811.310000000001,1,Debit,Online
73.35,24.0,47.0,1181.84,0,Debit,Branch
29.94,58.0,243.0,10915.54,2,Debit,ATM
307.24,19.0,136.0,1670.72,2,Debit,ATM
50.52,20.0,140.0,1121.19,5,Debit,Online
820.46,53.0,243.0,5621.86,4,Credit,Online
153.07,56.0,116.00000000000001,8873.43,2,Debit,ATM
52.94,41.0,146.0,6990.92,0,Debit,Branch
384.41,60.0,65.0,7831.56,2,Debit,ATM
235.42,51.0,175.0,6173.23,0,Debit,Branch
114.23,56.0,64.0,9523.72,2,Debit,ATM
12.62,33.0,61.00000000000001,6420.47,0,Debit,Branch
997.37,23.0,145.0,1146.09,2,Debit,ATM
373.52,35.0,235.0,6430.41,2,Debit,ATM
336.05,28.0,164.0,1635.05,0,Debit,Branch
366.93,66.0,33.0,6697.79,1,Debit,Online
112.27,58.0,102.0,7369.89,0,Debit,Branch
494.9599999999999,40.0,132.0,6903.68,2,Debit,ATM
561.58,65.0,22.999999999999996,11748.86,1,Debit,Online
440.94,42.0,148.0,7303.23,1,Debit,Online
71.9,29.0,51.00000000000001,10619.35,0,Debit,Branch
256.66,54.0,137.0,1794.5,4,Credit,Online
166.55,59.0,99.0,12970.21,3,Credit,Branch
276.26,56.0,143.0,120.88999999999999,0,Debit,Branch
35.46,67.0,164.0,5692.31,2,Debit,ATM
38.14,50.0,165.0,9879.87,0,Debit,Branch
506.25999999999993,64.0,86.0,6266.65,4,Credit,ATM
736.32,31.0,28.0,14268.95,1,Debit,Online
389.43,52.0,151.0,6449.83,4,Credit,ATM
25.58,60.0,166.0,6741.41,2,Debit,ATM
446.1,25.0,243.0,1008.44,2,Debit,ATM
147.74,23.0,15.0,1711.78,0,Debit,Branch
1228.81,26.0,254.0,1821.0,2,Debit,ATM
46.23,77.0,282.0,5107.75,1,Debit,Online
265.37,33.0,77.0,5229.95,0,Debit,Branch
342.57,20.0,91.0,339.16,5,Debit,Online
417.26,32.0,45.0,10442.48,4,Credit,Online
33.63,63.0,75.99999999999999,4324.4,1,Debit,Online
64.58,55.0,173.0,6292.29,0,Debit,Branch
23.23,21.0,122.0,269.01,3,Credit,Branch
160.52,78.0,112.0,5379.25,4,Credit,ATM
278.88,64.0,179.0,1334.09,0,Debit,Branch
285.49,53.0,109.0,6366.84,3,Credit,Branch
